call_root_type,method_name,method_call,line_no,call_root,call_root_line_no,qualifying_name,call_root_package,relative_file_path,repository_name,file_path
assignment_import,load_state_dict,model_trt.load_state_dict(torch.load(trt_file)),154,model_trt = TRTModule(),153.0,torch2trt.TRTModule.load_state_dict,torch2trt,yolox/evaluators/coco_evaluator.py,infstellar/genshin_impact_assistant,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\infstellar@genshin_impact_assistant\yolox\evaluators\coco_evaluator.py
import,load,model_trt.load_state_dict(torch.load(trt_file)),154,import torch,18.0,torch.load,torch,yolox/evaluators/coco_evaluator.py,infstellar/genshin_impact_assistant,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\infstellar@genshin_impact_assistant\yolox\evaluators\coco_evaluator.py
import,load,recs = pickle.load(f),102,import pickle,8.0,pickle.load,pickle,yolox/evaluators/voc_eval.py,infstellar/genshin_impact_assistant,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\infstellar@genshin_impact_assistant\yolox\evaluators\voc_eval.py
assignment_import,load_state_dict,model_trt.load_state_dict(torch.load(trt_file)),76,model_trt = TRTModule(),75.0,torch2trt.TRTModule.load_state_dict,torch2trt,yolox/evaluators/voc_evaluator.py,infstellar/genshin_impact_assistant,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\infstellar@genshin_impact_assistant\yolox\evaluators\voc_evaluator.py
import,load,model_trt.load_state_dict(torch.load(trt_file)),76,import torch,14.0,torch.load,torch,yolox/evaluators/voc_evaluator.py,infstellar/genshin_impact_assistant,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\infstellar@genshin_impact_assistant\yolox\evaluators\voc_evaluator.py
import,load,self.module = FastCOCOEvalOp().load(),25,from .jit_ops import FastCOCOEvalOp,14.0,jit_ops.FastCOCOEvalOp.().load,jit_ops,yolox/layers/fast_coco_eval_api.py,infstellar/genshin_impact_assistant,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\infstellar@genshin_impact_assistant\yolox\layers\fast_coco_eval_api.py
custom_function,load,op_module = load(,105,"def load(self, verbose=True):",83.0,load,load,yolox/layers/jit_ops.py,infstellar/genshin_impact_assistant,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\infstellar@genshin_impact_assistant\yolox\layers\jit_ops.py
custom_function,load,module = self.load(),119,"def load(self, verbose=True):",83.0,load.self,load,yolox/layers/jit_ops.py,infstellar/genshin_impact_assistant,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\infstellar@genshin_impact_assistant\yolox\layers\jit_ops.py
assignment_unknown,load_state_dict,yolox_model.load_state_dict(ckpt),67,yolox_model = exp.get_model(),61.0,exp.get_model.load_state_dict,exp,yolox/models/build.py,infstellar/genshin_impact_assistant,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\infstellar@genshin_impact_assistant\yolox\models\build.py
import,load,"ckpt = torch.load(ckpt_path, map_location=""cpu"")",73,import torch,4.0,torch.load,torch,yolox/models/build.py,infstellar/genshin_impact_assistant,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\infstellar@genshin_impact_assistant\yolox\models\build.py
